"OBSTACLE_IDENTIFIER";"NAME";"HORISONTAL_ACCURACY";"HORISONTAL_ACCURACY_UOM";"LATITUDE";"LONGITUDE";"LATITUDE_DD";"LONGITUDE_DD";"HORISONTAL_RESOLUTION";"HORISONTAL_RESOLUTION_UOM";"HORISONTAL_EXTENT";"ELEVATION";"ELEVATION_UOM";"HEIGHT";"HEIGHT_UOM";"VERTICAL_ACCURACY";"VERTICAL_ACCURACY_UOM";"VERTICAL_EXTENT_ACC";"VERTICAL_EXTENT_ACC_UOM";"VERTICAL_RESOLUTION";"VERTICAL_RESOLUTION_UOM";"OBSTACLE_TYPE";"GEOMETRY_TYPE";"INTEGRITY";"DATESTAMP";"LIGHTING";"LIGHTING_CHARACTER";"MARKING";"STATUS";"REMARKS" 
"342";"STOCKHOLM/NACKA";"10";"M";"591751.4N";"0181022.7E";"59.29762";"18.17298";"0.3";"Seconds";"";"1174";"FT";"984";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"343";"STOCKHOLM/STADSHUSET";"10";"M";"591938.2N";"0180321.6E";"59.32729";"18.056";"0.3";"Seconds";"";"348";"FT";"344";"FT";"5";"M";"5";"M";"1";"M";"BUILDING";"POINT";"ROUTINE";"20240522";"Y";"FW";"";"COMPLETED";"" 
"345";"STOCKHOLM/VÄRTAN2(B)";"10";"M";"592112.3N";"0180611.7E";"59.35341";"18.10326";"0.3";"Seconds";"";"528";"FT";"463";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"346";"TJÄRVEN";"10";"M";"594407.6N";"0192010.0E";"59.73545";"19.3361";"0.3";"Seconds";"";"378";"FT";"354";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010420";"Y";"FR";"";"COMPLETED";"" 
"350";"SYSSLEBÄCK";"10";"M";"604243.4N";"0125416.6E";"60.71205";"12.90462";"0.3";"Seconds";"";"1632";"FT";"400";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20240618";"Y";"FR";"";"COMPLETED";"" 
"353";"LOFFSTRAND/ENNARBOL";"10";"M";"601831.9N";"0132257.2E";"60.30885";"13.38257";"0.3";"Seconds";"";"1545";"FT";"384";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"Painted" 
"359";"MALUNG";"10";"M";"604000.9N";"0133926.0E";"60.66692";"13.65721";"0.3";"Seconds";"";"1995";"FT";"344";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"Painted" 
"362";"VANSBRO/HUMMELBERGET";"10";"M";"602612.8N";"0140628.6E";"60.4369";"14.10795";"0.3";"Seconds";"";"2030";"FT";"423";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"363";"BORLÄNGE/IDKERBERGET";"10";"M";"602256.3N";"0150818.2E";"60.38229";"15.13838";"0.3";"Seconds";"";"2676";"FT";"1073";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FLGW";"";"COMPLETED";"" 
"370";"VIKMANSHYTTAN";"10";"M";"601838.9N";"0154929.5E";"60.31079";"15.82487";"0.3";"Seconds";"";"971";"FT";"338";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"Painted" 
"383";"GÄVLE";"10";"M";"603751.2N";"0170745.5E";"60.63089";"17.12929";"0.3";"Seconds";"";"1232";"FT";"1070";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"384";"SKUTSKÄR";"10";"M";"603844.2N";"0172315.8E";"60.64561";"17.38771";"0.3";"Seconds";"";"423";"FT";"394";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20010427";"Y";"FR";"";"COMPLETED";"" 
"386";"GÄVLE/KARSKÄRSVERKEN";"10";"M";"604058.3N";"0171616.2E";"60.68287";"17.27118";"0.3";"Seconds";"";"496";"FT";"482";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"394";"ÖSTHAMMAR/VALÖ";"10";"M";"601546.9N";"0180421.3E";"60.26303";"18.0726";"0.3";"Seconds";"";"1228";"FT";"1086";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010426";"Y";"FR/FLGW";"";"COMPLETED";"" 
"395";"FORSMARK 1";"10";"M";"602413.8N";"0181024.6E";"60.40383";"18.17351";"0.3";"Seconds";"";"340";"FT";"335";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"396";"FORSMARK 2";"10";"M";"602404.9N";"0181058.5E";"60.40136";"18.18291";"0.3";"Seconds";"";"350";"FT";"344";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010507";"Y";"FR";"";"COMPLETED";"" 
"397";"GRISSLEHAMN";"10";"M";"600530.8N";"0184857.6E";"60.09189";"18.81599";"0.3";"Seconds";"";"458";"FT";"361";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010419";"Y";"FR";"";"COMPLETED";"" 
"398";"GRÄSÖ";"10";"M";"602949.6N";"0182352.0E";"60.4971";"18.39779";"0.3";"Seconds";"";"419";"FT";"358";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010427";"Y";"FR";"";"COMPLETED";"" 
"407";"TRANSTRAND";"10";"M";"610307.9N";"0131812.2E";"61.0522";"13.3034";"0.3";"Seconds";"";"2330";"FT";"367";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20240625";"Y";"FR";"";"COMPLETED";"" 
"409";"MORA/ELDRIS";"10";"M";"610101.5N";"0141743.7E";"61.01707";"14.29549";"0.3";"Seconds";"";"2817";"FT";"1063";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010510";"Y";"FLGW";"";"COMPLETED";"Painted" 
"410";"SVEG/BRICKAN";"10";"M";"615524.8N";"0141844.4E";"61.92356";"14.31234";"0.3";"Seconds";"";"3394";"FT";"1063";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20240625";"Y";"FR/FLGW";"";"COMPLETED";"" 
"412";"KRÄCKELBÄCKEN";"10";"M";"612934.0N";"0141229.0E";"61.49277";"14.20806";"0.3";"Seconds";"";"2667";"FT";"335";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010510";"Y";"FR";"";"COMPLETED";"" 
"419";"HUDIKSVALL";"10";"M";"614224.8N";"0165121.7E";"61.70688";"16.85602";"0.3";"Seconds";"";"2154";"FT";"1099";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010507";"Y";"FLGW";"";"COMPLETED";"" 
"422";"BOLLNÄS/ARBRÅ";"10";"M";"612900.5N";"0161245.8E";"61.48347";"16.21273";"0.3";"Seconds";"";"2482";"FT";"1096";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FLGW";"";"COMPLETED";"Painted" 
"428";"IGGESUND/BRUKET";"10";"M";"613821.8N";"0170549.2E";"61.63938";"17.09699";"0.3";"Seconds";"";"407";"FT";"400";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20010508";"Y";"FR";"";"COMPLETED";"" 
"429";"FUNÄSDALEN/FUNÄSDALSBERGET";"10";"M";"623317.1N";"0123221.6E";"62.55474";"12.53933";"0.3";"Seconds";"";"3424";"FT";"348";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20011011";"Y";"FR";"";"COMPLETED";"" 
"438";"ÅNGE";"10";"M";"623010.7N";"0152240.2E";"62.50298";"15.37784";"0.3";"Seconds";"";"2674";"FT";"1086";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"458";"SUNDSVALL/KLISSBERGET";"10";"M";"622243.1N";"0171209.3E";"62.37863";"17.20257";"0.3";"Seconds";"";"1214";"FT";"348";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"460";"SUNDSVALL/S STADSBERGET";"10";"M";"622203.1N";"0171903.6E";"62.36753";"17.31767";"0.3";"Seconds";"";"1505";"FT";"722";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"461";"HÄRNÖSAND/HÄRNÖN";"10";"M";"623631.9N";"0175742.2E";"62.60886";"17.96171";"0.3";"Seconds";"";"886";"FT";"354";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010511";"Y";"FR";"";"COMPLETED";"" 
"462";"KRAMFORS/LUGNVIK";"10";"M";"625629.7N";"0175656.9E";"62.94158";"17.94915";"0.3";"Seconds";"";"1385";"FT";"466";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"468";"MATFORS";"10";"M";"621725.3N";"0170204.4E";"62.29036";"17.03456";"0.3";"Seconds";"";"782";"FT";"338";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010510";"Y";"FR";"";"COMPLETED";"Painted" 
"469";"MJÄLLOM";"10";"M";"625908.5N";"0182334.4E";"62.98571";"18.39289";"0.3";"Seconds";"";"1255";"FT";"348";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"480";"ÖSTERSUND/BRATTÅSEN";"10";"M";"630642.5N";"0143600.0E";"63.11181";"14.60001";"0.3";"Seconds";"";"2577";"FT";"1083";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20011010";"Y";"FR/FLGW";"";"COMPLETED";"" 
"484";"STRÖMSUND";"10";"M";"635151.6N";"0153634.5E";"63.86434";"15.60958";"0.3";"Seconds";"";"1993";"FT";"663";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20240704";"Y";"FR/FLGW";"";"COMPLETED";"" 
"486";"RAMSELE";"10";"M";"633554.2N";"0162446.9E";"63.59839";"16.41304";"0.3";"Seconds";"";"1462";"FT";"351";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010510";"Y";"FR";"";"COMPLETED";"Painted" 
"494";"SOLLEFTEÅ/MULTRÅ";"10";"M";"631511.0N";"0172704.1E";"63.25307";"17.45114";"0.3";"Seconds";"";"2234";"FT";"948";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FLGW";"";"COMPLETED";"" 
"497";"LÅNGSELE";"10";"M";"631236.8N";"0170350.9E";"63.21024";"17.06415";"0.3";"Seconds";"";"1306";"FT";"354";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"Painted" 
"510";"ÖRNSKÖLDSVIK/ÅS";"10";"M";"631809.2N";"0183938.7E";"63.30255";"18.66076";"0.3";"Seconds";"";"1271";"FT";"561";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"514";"VÄNNÄS";"10";"M";"635025.3N";"0194921.6E";"63.84036";"19.82266";"0.3";"Seconds";"";"1858";"FT";"1060";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"533";"LYCKSELE/KNAFTEN";"10";"M";"642849.0N";"0183505.1E";"64.48029";"18.58475";"0.3";"Seconds";"";"2600";"FT";"1070";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20011016";"Y";"FR/FLGW";"";"COMPLETED";"" 
"541";"SKELLEFTEÅ/PRÄSTFÄBOBERGET 1";"10";"M";"644627.1N";"0205708.3E";"64.77419";"20.95231";"0.3";"Seconds";"";"1489";"FT";"1070";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"546";"RÖNNSKÄRSVERKEN";"10";"M";"644005.1N";"0211628.8E";"64.66808";"21.27466";"0.3";"Seconds";"";"358";"FT";"341";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"N";"";"";"COMPLETED";"" 
"555";"STORUMAN";"10";"M";"650354.0N";"0165626.2E";"65.06501";"16.94062";"0.3";"Seconds";"";"2821";"FT";"1070";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20011015";"Y";"FR/FLGW";"";"COMPLETED";"" 
"558";"ARVIDSJAUR/JULTRÄSK";"10";"M";"653200.0N";"0185921.5E";"65.53334";"18.9893";"0.3";"Seconds";"";"3540";"FT";"1076";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"569";"BODEN/ÄLVSBYN";"10";"M";"654116.9N";"0211557.2E";"65.68802";"21.26589";"0.3";"Seconds";"";"1965";"FT";"1066";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"Painted" 
"573";"LULEÅ/SINKSUNDSBERGET";"10";"M";"653650.8N";"0221208.2E";"65.61412";"22.20227";"0.3";"Seconds";"";"572";"FT";"354";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"576";"HAPARANDA/LÅNGTRÄSK";"10";"M";"655616.0N";"0233058.2E";"65.93777";"23.51616";"0.3";"Seconds";"";"1364";"FT";"1066";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"590";"VUOLLERIM";"10";"M";"662652.6N";"0204235.2E";"66.44794";"20.70977";"0.3";"Seconds";"";"1340";"FT";"351";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"610";"ÖVERKALIX";"10";"M";"661804.3N";"0225112.0E";"66.30119";"22.85334";"0.3";"Seconds";"";"1414";"FT";"1083";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"618";"KIRUNA/KIRUNAVAARA";"10";"M";"675001.0N";"0201108.7E";"67.83361";"20.18574";"0.3";"Seconds";"";"2919";"FT";"709";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"620";"GÄLLIVARE/DUNDRET";"10";"M";"670556.7N";"0203641.2E";"67.09907";"20.61144";"0.3";"Seconds";"";"2971";"FT";"518";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"628";"PAJALA 2";"10";"M";"671642.6N";"0231355.7E";"67.2785";"23.23215";"0.3";"Seconds";"";"1881";"FT";"1099";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"633";"KARESUANDO";"10";"M";"682416.5N";"0222950.7E";"68.40459";"22.49742";"0.3";"Seconds";"";"1981";"FT";"358";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"648";"SÖDERTÄLJE/RAGNHILDSBORG";"10";"M";"591324.5N";"0173714.3E";"59.22347";"17.62064";"0.3";"Seconds";"";"678";"FT";"433";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"661";"SUNDSVALL/KORSTA";"10";"M";"622412.7N";"0172326.3E";"62.40353";"17.39064";"0.3";"Seconds";"";"380";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"681";"SALSTA/SLÄSBY";"10";"M";"600445.2N";"0174950.2E";"60.07922";"17.8306";"0.3";"Seconds";"";"606";"FT";"374";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010426";"Y";"FR";"";"COMPLETED";"" 
"685";"SVEDALA";"10";"M";"552842.0N";"0131613.2E";"55.47832";"13.27034";"0.3";"Seconds";"";"625";"FT";"358";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"Painted" 
"689";"SLITE 2";"10";"M";"574233.2N";"0184812.2E";"57.70922";"18.80339";"0.3";"Seconds";"";"404";"FT";"367";"FT";"5";"M";"5";"M";"1";"M";"TOWER";"POINT";"ROUTINE";"20011009";"Y";"FR";"";"COMPLETED";"" 
"690";"HUSUM 2";"10";"M";"631931.4N";"0190937.4E";"63.32539";"19.16038";"0.3";"Seconds";"";"387";"FT";"361";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20011026";"Y";"FR";"";"COMPLETED";"" 
"711";"RINGHALS 1";"10";"M";"571506.5N";"0120635.8E";"57.25179";"12.10995";"0.3";"Seconds";"";"387";"FT";"341";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"Painted" 
"712";"OSKARSHAMN/SIMPEVARP";"10";"M";"572450.6N";"0163935.2E";"57.41406";"16.65978";"0.3";"Seconds";"";"373";"FT";"338";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20240214";"Y";"FR";"";"COMPLETED";"" 
"719";"STENUNGSUND 3";"10";"M";"580507.6N";"0114931.0E";"58.08545";"11.82529";"0.3";"Seconds";"";"489";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"N";"";"";"COMPLETED";"" 
"728";"NÄSUDDEN";"10";"M";"570423.0N";"0181327.2E";"57.07305";"18.22423";"0.3";"Seconds";"";"476";"FT";"453";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20250121";"Y";"FLGR";"";"COMPLETED";"" 
"737";"STUGUN";"10";"M";"631030.8N";"0153511.3E";"63.17524";"15.58647";"0.3";"Seconds";"";"1600";"FT";"338";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"750";"HELSINGBORG 2";"10";"M";"560203.5N";"0124137.7E";"56.03429";"12.69381";"0.3";"Seconds";"";"401";"FT";"394";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"776";"BILLINGEN 2";"10";"M";"582604.0N";"0134907.0E";"58.43443";"13.81862";"0.3";"Seconds";"";"1317";"FT";"358";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"+ 50 and 100 M" 
"785";"SILLERUD/MYSKHÖJDEN";"10";"M";"592153.8N";"0123924.6E";"59.36495";"12.65683";"0.3";"Seconds";"";"1060";"FT";"374";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20011002";"Y";"FR";"";"COMPLETED";"" 
"786";"SÖDERTÄLJE/KARLEBY";"10";"M";"591040.3N";"0173957.3E";"59.17787";"17.66592";"0.3";"Seconds";"";"501";"FT";"459";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"803";"TJÖRNBRON";"10";"M";"580333.9N";"0114640.6E";"58.05943";"11.77794";"0.3";"Seconds";"";"442";"FT";"404";"FT";"5";"M";"5";"M";"1";"M";"BRIDGE";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"840";"FORSMARK 5";"10";"M";"602419.3N";"0180939.3E";"60.40535";"18.16092";"0.3";"Seconds";"";"338";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20011025";"Y";"FR";"";"COMPLETED";"" 
"857";"MALMÖ/LIMHAMN 3";"10";"M";"553521.7N";"0125545.0E";"55.58936";"12.92916";"0.3";"Seconds";"";"403";"FT";"394";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"862";"GÖTEBORG/MÖLNDAL";"10";"M";"573822.6N";"0115951.3E";"57.6396";"11.99758";"0.3";"Seconds";"";"420";"FT";"351";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"866";"KIMSTAD";"10";"M";"583212.1N";"0155727.1E";"58.5367";"15.95753";"0.3";"Seconds";"";"574";"FT";"338";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"871";"BÄCKALUND";"10";"M";"583602.3N";"0150650.3E";"58.60065";"15.11397";"0.3";"Seconds";"";"946";"FT";"331";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20240618";"Y";"FR";"";"COMPLETED";"" 
"881";"JÖNKÖPING";"10";"M";"574630.2N";"0140936.6E";"57.77506";"14.16016";"0.3";"Seconds";"";"679";"FT";"371";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20240417";"Y";"FR";"";"COMPLETED";"" 
"885";"LISTERLANDET/BJÖRKENABBEN";"10";"M";"555929.4N";"0144000.2E";"55.99149";"14.66672";"0.3";"Seconds";"";"458";"FT";"453";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010518";"Y";"FR";"";"COMPLETED";"" 
"899";"UPPSALA/BRUNNBY";"10";"M";"595122.7N";"0174636.1E";"59.85632";"17.77669";"0.3";"Seconds";"";"869";"FT";"748";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR/FLGW";"";"COMPLETED";"" 
"901";"RINGKALLEN";"10";"M";"625300.6N";"0181907.6E";"62.88351";"18.31877";"0.3";"Seconds";"";"1227";"FT";"344";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20010514";"Y";"FR";"";"COMPLETED";"" 
"902";"GÖTEBORG/RYA";"10";"M";"574140.9N";"0115324.6E";"57.6947";"11.89015";"0.3";"Seconds";"";"369";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"908";"GRANTORP/KOLBOTTEN";"10";"M";"592539.0N";"0173519.4E";"59.42749";"17.58872";"0.3";"Seconds";"";"414";"FT";"394";"FT";"5";"M";"5";"M";"1";"M";"POLE";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"909";"GRANTORP/KOLBOTTEN";"10";"M";"592558.1N";"0173546.6E";"59.43281";"17.59629";"0.3";"Seconds";"";"381";"FT";"374";"FT";"5";"M";"5";"M";"1";"M";"POLE";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"911";"GRANTORP/KOLBOTTEN";"10";"M";"592824.3N";"0173402.6E";"59.47341";"17.56739";"0.3";"Seconds";"";"346";"FT";"338";"FT";"5";"M";"5";"M";"1";"M";"POLE";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"912";"GRANTORP/KOLBOTTEN";"10";"M";"593146.4N";"0173147.7E";"59.52955";"17.5299";"0.3";"Seconds";"";"377";"FT";"354";"FT";"5";"M";"5";"M";"1";"M";"POLE";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"913";"GRANTORP/KOLBOTTEN";"10";"M";"593200.6N";"0173126.1E";"59.53349";"17.52391";"0.3";"Seconds";"";"362";"FT";"344";"FT";"5";"M";"5";"M";"1";"M";"POLE";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"924";"STOCKHOLM/HAMMARBY";"10";"M";"591800.6N";"0180553.6E";"59.30016";"18.09821";"0.3";"Seconds";"";"442";"FT";"348";"FT";"5";"M";"5";"M";"1";"M";"TOWER";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"945";"MALMÖ JÄGERSRO";"10";"M";"553424.2N";"0130324.1E";"55.57339";"13.05669";"0.3";"Seconds";"";"424";"FT";"364";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"958";"SVANSKOG 2";"10";"M";"590834.0N";"0123429.0E";"59.14279";"12.57472";"0.3";"Seconds";"";"1131";"FT";"374";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"966";"KARLSTAD";"10";"M";"592311.6N";"0133419.4E";"59.38656";"13.57205";"0.3";"Seconds";"";"593";"FT";"430";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"972";"STOCKHOLM/HAMMARBYGÅRD";"10";"M";"591820.6N";"0180541.8E";"59.30572";"18.09494";"0.3";"Seconds";"";"385";"FT";"344";"FT";"5";"M";"5";"M";"1";"M";"STACK";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"985";"BOLIDEN 2";"10";"M";"645215.0N";"0202141.0E";"64.87084";"20.3614";"0.3";"Seconds";"";"1078";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"BUILDING";"POINT";"ROUTINE";"20231116";"Y";"FR";"";"COMPLETED";"" 
"992";"HOLLSTORP";"10";"M";"565158.7N";"0145257.5E";"56.86632";"14.88265";"0.3";"Seconds";"";"1406";"FT";"735";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20231121";"Y";"FR/FLGW";"";"COMPLETED";"" 
"999";"HOLMUDDEN";"10";"M";"575729.6N";"0192039.4E";"57.95823";"19.34429";"0.3";"Seconds";"";"691";"FT";"666";"FT";"5";"M";"5";"M";"1";"M";"ANTENNA";"POINT";"ROUTINE";"20250121";"Y";"FR/FLGW";"";"COMPLETED";"" 
